DataYear|DistrictCouNum|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|K12Enr|FreeK12|RedK12|LEPIdentifiedK12|LEPServedK12|SPEK12|PK12Enr|FreePK12|RedPK12|LEPIdentifiedPK12|LEPServedPK12|SPEPK12|SchoolLocationCountyNumber|SchoolLocationCountyName|MinMaxGrade|SchoolClassification
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |030|HUTCHINSON SENIOR HIGH             |06|06E|10|238|27|16|6|6|21|238|27|16|6|6|21|43|McLeod                                       |09-12|32
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |030|HUTCHINSON SENIOR HIGH             |06|06E|11|215|41|8|3|3|23|215|41|8|3|3|23|43|McLeod                                       |09-12|32
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |030|HUTCHINSON SENIOR HIGH             |06|06E|12|212|25|11|4|4|19|212|25|11|4|4|19|43|McLeod                                       |09-12|32
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |030|HUTCHINSON SENIOR HIGH             |06|06E|All Grades|869|126|55|15|13|79|869|126|55|15|13|79|43|McLeod                                       |09-12|32
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |035|CORNERSTONE                        |06|06E|05|2|2||||2|2|2||||2|43|McLeod                                       |05-12|77
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |035|CORNERSTONE                        |06|06E|09|1|1|||||1|1|||||43|McLeod                                       |05-12|77
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |035|CORNERSTONE                        |06|06E|10|3|3||||2|3|3||||2|43|McLeod                                       |05-12|77
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |035|CORNERSTONE                        |06|06E|11|5|5||||1|5|5||||1|43|McLeod                                       |05-12|77
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |035|CORNERSTONE                        |06|06E|12|6|6||1||4|6|6||1||4|43|McLeod                                       |05-12|77
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |035|CORNERSTONE                        |06|06E|All Grades|17|17||1||9|17|17||1||9|43|McLeod                                       |05-12|77
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |060|HUTCHINSON WEST ELEMENTARY         |06|06E|PK|||||||59|24|1|||59|43|McLeod                                       |PK-01|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |060|HUTCHINSON WEST ELEMENTARY         |06|06E|KG|214|63|15|3|3|26|214|63|15|3|3|26|43|McLeod                                       |PK-01|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |060|HUTCHINSON WEST ELEMENTARY         |06|06E|01|193|57|12|10|10|29|193|57|12|10|10|29|43|McLeod                                       |PK-01|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |060|HUTCHINSON WEST ELEMENTARY         |06|06E|All Grades|407|120|27|13|13|55|466|144|28|13|13|114|43|McLeod                                       |PK-01|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |070|CROW RIVER AREA LEARNING CENTER    |06|06E|10|4|3|||||4|3|||||43|McLeod                                       |10-12|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |070|CROW RIVER AREA LEARNING CENTER    |06|06E|11|6|2|1|||2|6|2|1|||2|43|McLeod                                       |10-12|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |070|CROW RIVER AREA LEARNING CENTER    |06|06E|12|6|2|||||6|2|||||43|McLeod                                       |10-12|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |070|CROW RIVER AREA LEARNING CENTER    |06|06E|All Grades|16|7|1|||2|16|7|1|||2|43|McLeod                                       |10-12|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |072|HUTCHINSON NIGHT ALT LEARNING CTR  |06|06E|12|1||||||1||||||43|McLeod                                       |12-12|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |072|HUTCHINSON NIGHT ALT LEARNING CTR  |06|06E|All Grades|1||||||1||||||43|McLeod                                       |12-12|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |075|HUTCHINSON MIDDLE SCHOOL A.L.C.    |06|06E|06|10|5|1||||10|5|1||||43|McLeod                                       |06-08|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |075|HUTCHINSON MIDDLE SCHOOL A.L.C.    |06|06E|07|9|4||||1|9|4||||1|43|McLeod                                       |06-08|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |075|HUTCHINSON MIDDLE SCHOOL A.L.C.    |06|06E|08|8|3|2||||8|3|2||||43|McLeod                                       |06-08|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |075|HUTCHINSON MIDDLE SCHOOL A.L.C.    |06|06E|All Grades|27|12|3|||1|27|12|3|||1|43|McLeod                                       |06-08|41
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |090|HUTCHINSON TRANSITION ASSISTANCE PG|06|06E|12|10|1||||10|10|1||||10|43|McLeod                                       |12-12|50
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |090|HUTCHINSON TRANSITION ASSISTANCE PG|06|06E|All Grades|10|1||||10|10|1||||10|43|McLeod                                       |12-12|50
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |010|LESTER PRAIRIE ELEMENTARY          |06|06E|KG|33|10||||4|33|10||||4|43|McLeod                                       |KG-06|10
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |010|LESTER PRAIRIE ELEMENTARY          |06|06E|01|36|9|6|7|7|2|36|9|6|7|7|2|43|McLeod                                       |KG-06|10
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |010|LESTER PRAIRIE ELEMENTARY          |06|06E|02|30|10|1|2|2|2|30|10|1|2|2|2|43|McLeod                                       |KG-06|10
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |010|LESTER PRAIRIE ELEMENTARY          |06|06E|03|30|6|1|3|3|1|30|6|1|3|3|1|43|McLeod                                       |KG-06|10
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |010|LESTER PRAIRIE ELEMENTARY          |06|06E|04|33|11|1|4|4|2|33|11|1|4|4|2|43|McLeod                                       |KG-06|10
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |010|LESTER PRAIRIE ELEMENTARY          |06|06E|05|24|9|3|2|2|1|24|9|3|2|2|1|43|McLeod                                       |KG-06|10
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |010|LESTER PRAIRIE ELEMENTARY          |06|06E|06|25|9|2|4|4|1|25|9|2|4|4|1|43|McLeod                                       |KG-06|10
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |010|LESTER PRAIRIE ELEMENTARY          |06|06E|All Grades|211|64|14|22|22|13|211|64|14|22|22|13|43|McLeod                                       |KG-06|10
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |020|LESTER PRAIRIE SECONDARY           |06|06E|07|34|9|1|2|2|1|34|9|1|2|2|1|43|McLeod                                       |07-12|33
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |020|LESTER PRAIRIE SECONDARY           |06|06E|08|33|8|5|4|4|6|33|8|5|4|4|6|43|McLeod                                       |07-12|33
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |020|LESTER PRAIRIE SECONDARY           |06|06E|09|27|8|4|1|1|6|27|8|4|1|1|6|43|McLeod                                       |07-12|33
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |020|LESTER PRAIRIE SECONDARY           |06|06E|10|36|13||4|4|3|36|13||4|4|3|43|McLeod                                       |07-12|33
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |020|LESTER PRAIRIE SECONDARY           |06|06E|11|34|7|3|||2|34|7|3|||2|43|McLeod                                       |07-12|33
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |020|LESTER PRAIRIE SECONDARY           |06|06E|12|35|5|3|||3|35|5|3|||3|43|McLeod                                       |07-12|33
12-13|43|McLeod                                       |0424|01|LESTER PRAIRIE PUBLIC SCHOOL DIST. |020|LESTER PRAIRIE SECONDARY           |06|06E|All Grades|199|50|16|11|11|21|199|50|16|11|11|21|43|McLeod                                       |07-12|33
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |010|MAHNOMEN ELEMENTARY                |01|02|PK|||||||11|7|1|||11|44|Mahnomen                                     |PK-06|10
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |010|MAHNOMEN ELEMENTARY                |01|02|KG|47|33|2|||4|47|33|2|||4|44|Mahnomen                                     |PK-06|10
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |010|MAHNOMEN ELEMENTARY                |01|02|01|42|32|2|||6|42|32|2|||6|44|Mahnomen                                     |PK-06|10
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |010|MAHNOMEN ELEMENTARY                |01|02|02|54|34|2|||4|54|34|2|||4|44|Mahnomen                                     |PK-06|10
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |010|MAHNOMEN ELEMENTARY                |01|02|03|39|27|1|||5|39|27|1|||5|44|Mahnomen                                     |PK-06|10
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |010|MAHNOMEN ELEMENTARY                |01|02|04|51|29|2|||10|51|29|2|||10|44|Mahnomen                                     |PK-06|10
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |010|MAHNOMEN ELEMENTARY                |01|02|05|37|23|4|||9|37|23|4|||9|44|Mahnomen                                     |PK-06|10
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |010|MAHNOMEN ELEMENTARY                |01|02|06|45|25|3|||8|45|25|3|||8|44|Mahnomen                                     |PK-06|10
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |010|MAHNOMEN ELEMENTARY                |01|02|All Grades|315|203|16|||46|326|210|17|||57|44|Mahnomen                                     |PK-06|10
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |020|MAHNOMEN SECONDARY                 |01|02|07|55|37|5|||14|55|37|5|||14|44|Mahnomen                                     |07-12|33
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |020|MAHNOMEN SECONDARY                 |01|02|08|59|43|4|||15|59|43|4|||15|44|Mahnomen                                     |07-12|33
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |020|MAHNOMEN SECONDARY                 |01|02|09|42|19|2|||7|42|19|2|||7|44|Mahnomen                                     |07-12|33
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |020|MAHNOMEN SECONDARY                 |01|02|10|43|21|9|||6|43|21|9|||6|44|Mahnomen                                     |07-12|33
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |020|MAHNOMEN SECONDARY                 |01|02|11|48|21|6|||7|48|21|6|||7|44|Mahnomen                                     |07-12|33
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |020|MAHNOMEN SECONDARY                 |01|02|12|41|13|7|||4|41|13|7|||4|44|Mahnomen                                     |07-12|33
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |020|MAHNOMEN SECONDARY                 |01|02|All Grades|288|154|33|||53|288|154|33|||53|44|Mahnomen                                     |07-12|33
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |040|MAHNOMEN AREA LEARNING CENTER      |01|02|07|1|1||||1|1|1||||1|44|Mahnomen                                     |07-12|41
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |040|MAHNOMEN AREA LEARNING CENTER      |01|02|08|3|3||||1|3|3||||1|44|Mahnomen                                     |07-12|41
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |040|MAHNOMEN AREA LEARNING CENTER      |01|02|09|3|3|||||3|3|||||44|Mahnomen                                     |07-12|41
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |040|MAHNOMEN AREA LEARNING CENTER      |01|02|10|6|6||||1|6|6||||1|44|Mahnomen                                     |07-12|41
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |040|MAHNOMEN AREA LEARNING CENTER      |01|02|11|12|9|1|||3|12|9|1|||3|44|Mahnomen                                     |07-12|41
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |040|MAHNOMEN AREA LEARNING CENTER      |01|02|12|16|11||||3|16|11||||3|44|Mahnomen                                     |07-12|41
12-13|44|Mahnomen                                     |0432|01|MAHNOMEN PUBLIC SCHOOL DISTRICT    |040|MAHNOMEN AREA LEARNING CENTER      |01|02|All Grades|41|33|1|||9|41|33|1|||9|44|Mahnomen                                     |07-12|41
12-13|44|Mahnomen                                     |0435|01|WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH|010|WAUBUN ELEMENTARY                  |01|02|05|44|28|5|||10|44|28|5|||10|44|Mahnomen                                     |05-06|10
12-13|44|Mahnomen                                     |0435|01|WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH|010|WAUBUN ELEMENTARY                  |01|02|06|51|30|4|||6|51|30|4|||6|44|Mahnomen                                     |05-06|10
12-13|44|Mahnomen                                     |0435|01|WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH|010|WAUBUN ELEMENTARY                  |01|02|All Grades|95|58|9|||16|95|58|9|||16|44|Mahnomen                                     |05-06|10
12-13|44|Mahnomen                                     |0435|01|WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH|020|OGEMA ELEMENTARY                   |01|02|KG|47|33|4|||5|47|33|4|||5|03|Becker                                       |KG-04|10
