DataYear|DistrictCountyNumber|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|AMI_Male|AMI_Female|API_Male|API_Female|HIS_Male|HIS_Female|BLK_Male|BLK_Female|WHT_Male|WHT_Female|TotalMale|TotalFemale|TotalMinority|TotalStudents|Entity|MinMaxGrade|SchoolLocationCountyNumber|SchoolLocationCountyName|SchoolClassification
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|All Grades|0|0|0|0|1|0|0|0|41|52|42|52|1|94|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|PK|0|0|0|0|0|0|0|0|5|2|5|2|0|7|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|KG|0|0|0|0|0|0|0|0|11|7|11|7|0|18|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|01|0|0|0|0|0|0|1|0|8|5|9|5|1|14|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|02|0|0|0|0|1|0|0|0|3|10|4|10|1|14|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|03|0|0|0|0|0|1|0|0|6|4|6|5|1|11|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|04|0|0|0|0|0|0|0|0|5|10|5|10|0|15|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|05|0|0|0|0|0|0|0|1|7|6|7|7|1|14|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|06|0|0|0|0|1|0|1|0|5|5|7|5|2|12|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|All Grades|0|0|0|0|2|1|2|1|50|49|54|51|6|105|School|PK-06|41|Lincoln                                      |10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|09|0|0|5|2|12|10|5|4|80|79|102|95|38|197|School|09-12|42|Lyon                                         |32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|10|0|0|3|3|4|6|5|3|80|75|92|87|24|179|School|09-12|42|Lyon                                         |32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|11|0|0|8|4|5|8|5|5|74|73|92|90|35|182|School|09-12|42|Lyon                                         |32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|12|0|0|5|6|7|8|7|5|87|78|106|97|38|203|School|09-12|42|Lyon                                         |32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|All Grades|0|0|21|15|28|32|22|17|321|305|392|369|135|761|School|09-12|42|Lyon                                         |32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|PK|0|0|0|0|4|2|1|0|29|18|34|20|7|54|School|PK-02|42|Lyon                                         |10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|KG|1|0|6|9|7|11|15|8|75|54|104|82|57|186|School|PK-02|42|Lyon                                         |10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|01|0|0|4|5|15|8|9|6|60|74|88|93|47|181|School|PK-02|42|Lyon                                         |10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|02|0|0|1|3|13|8|6|9|54|61|74|81|40|155|School|PK-02|42|Lyon                                         |10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|All Grades|1|0|11|17|39|29|31|23|218|207|300|276|151|576|School|PK-02|42|Lyon                                         |10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |003|WEST SIDE ELEMENTARY               |06|08|03|0|0|2|6|14|11|8|3|64|55|88|75|44|163|School|03-04|42|Lyon                                         |10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |003|WEST SIDE ELEMENTARY               |06|08|04|0|0|7|2|8|4|8|8|46|46|69|60|37|129|School|03-04|42|Lyon                                         |10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |003|WEST SIDE ELEMENTARY               |06|08|All Grades|0|0|9|8|22|15|16|11|110|101|157|135|81|292|School|03-04|42|Lyon                                         |10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|05|1|0|4|1|9|12|9|5|65|51|88|69|41|157|School|05-08|42|Lyon                                         |20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|06|0|1|5|2|4|7|6|4|56|61|71|75|29|146|School|05-08|42|Lyon                                         |20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|07|0|0|0|1|10|11|9|5|42|69|61|86|36|147|School|05-08|42|Lyon                                         |20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|08|0|0|4|2|11|6|7|3|59|40|81|51|33|132|School|05-08|42|Lyon                                         |20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|All Grades|1|1|13|6|34|36|31|17|222|221|301|281|139|582|School|05-08|42|Lyon                                         |20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|09|1|0|0|0|1|1|0|1|2|0|4|2|4|6|School|09-12|42|Lyon                                         |41
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|10|0|0|0|0|3|2|2|2|7|6|12|10|9|22|School|09-12|42|Lyon                                         |41
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|11|0|1|0|0|2|3|1|0|12|4|15|8|7|23|School|09-12|42|Lyon                                         |41
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|12|0|0|0|0|3|1|0|1|2|1|5|3|5|8|School|09-12|42|Lyon                                         |41
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|All Grades|1|1|0|0|9|7|3|4|23|11|36|23|25|59|School|09-12|42|Lyon                                         |41
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|PK|0|0|0|0|1|1|0|0|9|5|10|6|2|16|School|PK-06|42|Lyon                                         |10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|KG|0|0|0|0|0|3|0|0|13|11|13|14|3|27|School|PK-06|42|Lyon                                         |10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|01|0|0|0|0|2|2|0|1|14|10|16|13|5|29|School|PK-06|42|Lyon                                         |10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|02|0|0|0|0|2|1|0|0|10|11|12|12|3|24|School|PK-06|42|Lyon                                         |10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|03|0|0|0|0|2|2|0|1|13|15|15|18|5|33|School|PK-06|42|Lyon                                         |10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|04|0|0|0|0|2|3|2|0|8|13|12|16|7|28|School|PK-06|42|Lyon                                         |10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|05|0|0|0|0|0|1|0|0|20|9|20|10|1|30|School|PK-06|42|Lyon                                         |10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|06|0|0|0|0|2|1|0|1|12|12|14|14|4|28|School|PK-06|42|Lyon                                         |10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|All Grades|0|0|0|0|11|14|2|3|99|86|112|103|30|215|School|PK-06|42|Lyon                                         |10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|07|0|0|0|0|1|4|0|0|16|15|17|19|5|36|School|07-12|42|Lyon                                         |33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|08|0|0|0|0|1|1|0|0|9|13|10|14|2|24|School|07-12|42|Lyon                                         |33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|09|0|0|0|0|3|5|0|0|17|18|20|23|8|43|School|07-12|42|Lyon                                         |33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|10|0|0|0|0|1|1|1|2|31|22|33|25|5|58|School|07-12|42|Lyon                                         |33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|11|0|0|0|1|1|1|0|0|11|16|12|18|3|30|School|07-12|42|Lyon                                         |33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|12|0|0|0|0|1|1|0|0|9|21|10|22|2|32|School|07-12|42|Lyon                                         |33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|All Grades|0|0|0|1|8|13|1|2|93|105|102|121|25|223|School|07-12|42|Lyon                                         |33
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|PK|0|0|0|0|3|0|0|0|3|1|6|1|3|7|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|KG|0|0|0|0|5|5|1|1|8|6|14|12|12|26|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|01|0|0|0|0|0|4|0|1|0|6|0|11|5|11|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|02|0|0|0|0|2|1|1|0|2|2|5|3|4|8|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|03|0|0|0|0|0|5|0|0|1|5|1|10|5|11|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|04|0|0|0|0|2|0|0|0|6|3|8|3|2|11|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|05|0|0|0|0|2|4|0|0|5|2|7|6|6|13|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|06|0|0|0|0|2|2|0|0|6|2|8|4|4|12|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|07|0|0|0|0|2|5|0|0|3|3|5|8|7|13|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|08|0|0|0|0|0|3|0|0|3|3|3|6|3|9|School|PK-08|42|Lyon                                         |10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|All Grades|0|0|0|0|18|29|2|2|37|33|57|64|51|121|School|PK-08|42|Lyon                                         |10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|02|0|0|0|1|7|5|1|0|122|96|130|102|14|232|School|02-05|43|McLeod                                       |10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|03|0|0|0|1|6|6|1|2|105|104|112|113|16|225|School|02-05|43|McLeod                                       |10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|04|0|0|3|2|9|4|2|2|102|95|116|103|22|219|School|02-05|43|McLeod                                       |10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|05|0|0|2|0|3|7|2|5|98|98|105|110|19|215|School|02-05|43|McLeod                                       |10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|All Grades|0|0|5|4|25|22|6|9|427|393|463|428|71|891|School|02-05|43|McLeod                                       |10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |020|HUTCHINSON MIDDLE                  |06|06E|06|0|0|0|1|1|7|4|2|95|88|100|98|15|198|School|06-08|43|McLeod                                       |20
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |020|HUTCHINSON MIDDLE                  |06|06E|07|0|0|1|3|4|3|1|1|112|110|118|117|13|235|School|06-08|43|McLeod                                       |20
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |020|HUTCHINSON MIDDLE                  |06|06E|08|0|0|2|1|3|7|4|1|98|101|107|110|18|217|School|06-08|43|McLeod                                       |20
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |020|HUTCHINSON MIDDLE                  |06|06E|All Grades|0|0|3|5|8|17|9|4|305|299|325|325|46|650|School|06-08|43|McLeod                                       |20
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |030|HUTCHINSON SENIOR HIGH             |06|06E|09|1|0|0|0|4|3|1|1|99|95|105|99|10|204|School|09-12|43|McLeod                                       |32
